"Order number","Item sold","Cost per item","Quantity","Date"
"18713","Laptop","999.99","1","31/08/2024"
"18714","Laptop","999.99","1","31/08/2024"
"18715","Headphones","39.99","3","31/08/2024"
"18716","Charger","10.99","5","01/09/2024"
"18717","Laptop","999.99","1","01/09/2024"
"18718","Charger","10.99","1","01/09/2024"
"18719","Smartwatch","289.99","2","01/09/2024"
"18720","Phone","699.99","1","01/09/2024"
"18721","Headphones","39.99","1","01/09/2024"
"18722","Charger","10.99","1","01/09/2024"
"18723","Laptop","999.99","1","02/09/2024"
"18724","Phone","699.99","1","02/09/2024"
"18725","Charger","10.99","1","02/09/2024"
"18726","Laptop","999.99","1","02/09/2024"
"18727","Smartwatch","289.99","1","02/09/2024"
"18728","Phone","699.99","2","02/09/2024"
"18729","Smartwatch","289.99","2","02/09/2024"
"18730","Charger","10.99","2","03/09/2024"
"18731","Charger","10.99","3","03/09/2024"
"18732","Phone","699.99","2","03/09/2024"
"18733","Camera","499.99","1","03/09/2024"
"18734","Headphones","39.99","3","03/09/2024"
"18735","Smartwatch","289.99","1","03/09/2024"
"18736","Phone","699.99","1","03/09/2024"
"18737","Smartwatch","289.99","2","03/09/2024"
"18738","Smartwatch","289.99","2","03/09/2024"
"18739","Smartwatch","289.99","1","03/09/2024"
"18740","Smartwatch","289.99","1","03/09/2024"
"18741","Charger","10.99","5","04/09/2024"
"18742","Camera","499.99","1","04/09/2024"
"18743","Charger","10.99","2","04/09/2024"
"18744","Camera","499.99","1","05/09/2024"
"18745","Headphones","39.99","1","05/09/2024"
"18746","Camera","499.99","1","05/09/2024"
"18747","Phone","699.99","1","05/09/2024"
"18748","Phone","699.99","1","05/09/2024"
"18749","Phone","699.99","2","05/09/2024"
"18750","Phone","699.99","2","05/09/2024"
"18751","Charger","10.99","1","05/09/2024"
"18752","Camera","499.99","1","05/09/2024"
"18753","Phone","699.99","1","05/09/2024"
"18754","Phone","699.99","1","05/09/2024"
"18755","Smartwatch","289.99","1","05/09/2024"
"18756","Laptop","999.99","1","05/09/2024"
"18757","Camera","499.99","1","05/09/2024"
"18758","Laptop","999.99","1","06/09/2024"
"18759","Smartwatch","289.99","1","06/09/2024"
"18760","Laptop","999.99","1","06/09/2024"
"18761","Laptop","999.99","1","06/09/2024"
"18762","Laptop","999.99","1","06/09/2024"
"18763","Camera","499.99","1","06/09/2024"
"18764","Laptop","999.99","1","06/09/2024"
"18765","Smartwatch","289.99","1","06/09/2024"
"18766","Camera","499.99","1","06/09/2024"
"18767","Charger","10.99","5","06/09/2024"
"18768","Headphones","39.99","3","06/09/2024"
"18769","Smartwatch","289.99","1","06/09/2024"
"18770","Laptop","999.99","1","06/09/2024"
"18771","Smartwatch","289.99","2","06/09/2024"
"18772","Camera","499.99","1","06/09/2024"
"18773","Phone","699.99","2","06/09/2024"
"18774","Smartwatch","289.99","1","07/09/2024"
"18775","Charger","10.99","3","07/09/2024"
"18776","Smartwatch","289.99","2","07/09/2024"
"18777","Headphones","39.99","1","07/09/2024"
"18778","Camera","499.99","1","07/09/2024"
"18779","Smartwatch","289.99","1","07/09/2024"
"18780","Smartwatch","289.99","1","07/09/2024"
"18781","Smartwatch","289.99","2","07/09/2024"
"18782","Charger","10.99","5","08/09/2024"
"18783","Laptop","999.99","1","08/09/2024"
"18784","Headphones","39.99","3","08/09/2024"
"18785","Camera","499.99","1","08/09/2024"
"18786","Camera","499.99","1","08/09/2024"
"18787","Camera","499.99","1","08/09/2024"
"18788","Phone","699.99","1","08/09/2024"
"18789","Charger","10.99","2","08/09/2024"
"18790","Charger","10.99","2","08/09/2024"
"18791","Laptop","999.99","1","08/09/2024"
"18792","Laptop","999.99","1","08/09/2024"
"18793","Laptop","999.99","1","08/09/2024"
"18794","Charger","10.99","2","09/09/2024"
"18795","Laptop","999.99","1","09/09/2024"
"18796","Camera","499.99","1","09/09/2024"
"18797","Phone","699.99","2","09/09/2024"
"18798","Phone","699.99","1","09/09/2024"
"18799","Charger","10.99","4","09/09/2024"
"18800","Charger","10.99","5","09/09/2024"
"18801","Phone","699.99","2","09/09/2024"
"18802","Smartwatch","289.99","2","09/09/2024"
"18803","Laptop","999.99","1","09/09/2024"
"18804","Headphones","39.99","3","09/09/2024"
"18805","Headphones","39.99","1","09/09/2024"
"18806","Laptop","999.99","1","09/09/2024"
"18807","Charger","10.99","2","10/09/2024"
"18808","Camera","499.99","1","10/09/2024"
"18809","Headphones","39.99","2","10/09/2024"
"18810","Smartwatch","289.99","2","10/09/2024"
"18811","Laptop","999.99","1","10/09/2024"
"18812","Phone","699.99","1","10/09/2024"
"18813","Camera","499.99","1","10/09/2024"
"18814","Laptop","999.99","1","10/09/2024"
"18815","Headphones","39.99","3","10/09/2024"
"18816","Charger","10.99","4","11/09/2024"
"18817","Camera","499.99","1","11/09/2024"
"18818","Laptop","999.99","1","11/09/2024"
"18819","Smartwatch","289.99","2","11/09/2024"
"18820","Laptop","999.99","1","11/09/2024"
"18821","Phone","699.99","2","11/09/2024"
"18822","Camera","499.99","1","11/09/2024"
"18823","Smartwatch","289.99","2","11/09/2024"
"18824","Charger","10.99","3","11/09/2024"
"18825","Laptop","999.99","1","11/09/2024"
"18826","Camera","499.99","1","12/09/2024"
"18827","Headphones","39.99","3","12/09/2024"
"18828","Smartwatch","289.99","2","12/09/2024"
"18829","Charger","10.99","1","12/09/2024"
"18830","Smartwatch","289.99","1","12/09/2024"
"18831","Laptop","999.99","1","12/09/2024"
"18832","Smartwatch","289.99","2","12/09/2024"
"18833","Charger","10.99","5","12/09/2024"
"18834","Laptop","999.99","1","12/09/2024"
"18835","Phone","699.99","1","12/09/2024"
"18836","Charger","10.99","2","12/09/2024"
"18837","Smartwatch","289.99","1","13/09/2024"
"18838","Phone","699.99","1","13/09/2024"
"18839","Camera","499.99","1","13/09/2024"
"18840","Headphones","39.99","1","13/09/2024"
"18841","Phone","699.99","1","13/09/2024"
"18842","Headphones","39.99","3","13/09/2024"
"18843","Laptop","999.99","1","13/09/2024"
"18844","Laptop","999.99","1","13/09/2024"
"18845","Charger","10.99","5","13/09/2024"
"18846","Smartwatch","289.99","2","13/09/2024"
"18847","Camera","499.99","1","13/09/2024"
"18848","Camera","499.99","1","13/09/2024"
"18849","Camera","499.99","1","13/09/2024"
"18850","Phone","699.99","2","13/09/2024"
"18851","Laptop","999.99","1","14/09/2024"
"18852","Headphones","39.99","1","14/09/2024"
"18853","Charger","10.99","1","14/09/2024"
"18854","Charger","10.99","3","14/09/2024"
"18855","Camera","499.99","1","14/09/2024"
"18856","Smartwatch","289.99","2","14/09/2024"
"18857","Laptop","999.99","1","14/09/2024"
"18858","Smartwatch","289.99","1","14/09/2024"
"18859","Phone","699.99","2","14/09/2024"
"18860","Phone","699.99","1","14/09/2024"
"18861","Charger","10.99","5","14/09/2024"
"18862","Phone","699.99","1","14/09/2024"
"18863","Charger","10.99","4","14/09/2024"
"18864","Laptop","999.99","1","14/09/2024"
"18865","Camera","499.99","1","14/09/2024"
"18866","Laptop","999.99","1","14/09/2024"
"18867","Camera","499.99","1","14/09/2024"
"18868","Charger","10.99","5","14/09/2024"
"18869","Camera","499.99","1","14/09/2024"
"18870","Headphones","39.99","3","15/09/2024"
"18871","Laptop","999.99","1","15/09/2024"
"18872","Laptop","999.99","1","15/09/2024"
"18873","Phone","699.99","1","15/09/2024"
"18874","Headphones","39.99","1","15/09/2024"
"18875","Headphones","39.99","3","15/09/2024"
"18876","Camera","499.99","1","15/09/2024"
"18877","Charger","10.99","1","15/09/2024"
"18878","Headphones","39.99","2","15/09/2024"
"18879","Laptop","999.99","1","15/09/2024"
"18880","Charger","10.99","5","15/09/2024"
"18881","Smartwatch","289.99","1","16/09/2024"
"18882","Charger","10.99","2","16/09/2024"
"18883","Camera","499.99","1","16/09/2024"
"18884","Smartwatch","289.99","2","16/09/2024"
"18885","Smartwatch","289.99","2","16/09/2024"
"18886","Headphones","39.99","1","16/09/2024"
"18887","Charger","10.99","3","16/09/2024"
"18888","Laptop","999.99","1","16/09/2024"
"18889","Headphones","39.99","3","16/09/2024"
"18890","Phone","699.99","1","16/09/2024"
"18891","Charger","10.99","3","17/09/2024"
"18892","Laptop","999.99","1","17/09/2024"
"18893","Phone","699.99","2","17/09/2024"
"18894","Camera","499.99","1","17/09/2024"
"18895","Camera","499.99","1","17/09/2024"
"18896","Headphones","39.99","1","17/09/2024"
"18897","Phone","699.99","1","17/09/2024"
"18898","Charger","10.99","1","17/09/2024"
"18899","Headphones","39.99","2","17/09/2024"
"18900","Phone","699.99","2","17/09/2024"
"18901","Phone","699.99","2","18/09/2024"
"18902","Charger","10.99","1","18/09/2024"
"18903","Laptop","999.99","1","18/09/2024"
"18904","Phone","699.99","2","18/09/2024"
"18905","Headphones","39.99","2","18/09/2024"
"18906","Charger","10.99","2","18/09/2024"
"18907","Camera","499.99","1","18/09/2024"
"18908","Headphones","39.99","3","18/09/2024"
"18909","Laptop","999.99","1","18/09/2024"
"18910","Headphones","39.99","1","18/09/2024"
"18911","Camera","499.99","1","18/09/2024"
"18912","Camera","499.99","1","19/09/2024"
"18913","Headphones","39.99","2","19/09/2024"
"18914","Smartwatch","289.99","2","19/09/2024"
"18915","Camera","499.99","1","19/09/2024"
"18916","Smartwatch","289.99","1","19/09/2024"
"18917","Camera","499.99","1","19/09/2024"
"18918","Headphones","39.99","3","19/09/2024"
"18919","Phone","699.99","2","19/09/2024"
"18920","Phone","699.99","2","20/09/2024"
"18921","Headphones","39.99","3","20/09/2024"
"18922","Laptop","999.99","1","20/09/2024"
"18923","Camera","499.99","1","20/09/2024"
"18924","Charger","10.99","5","20/09/2024"
"18925","Smartwatch","289.99","1","20/09/2024"
"18926","Phone","699.99","2","20/09/2024"
"18927","Phone","699.99","1","20/09/2024"
"18928","Smartwatch","289.99","2","20/09/2024"
"18929","Charger","10.99","4","21/09/2024"
"18930","Headphones","39.99","3","21/09/2024"
"18931","Laptop","999.99","1","21/09/2024"
"18932","Camera","499.99","1","21/09/2024"
"18933","Headphones","39.99","3","21/09/2024"
"18934","Charger","10.99","5","21/09/2024"
"18935","Phone","699.99","2","21/09/2024"
"18936","Camera","499.99","1","21/09/2024"
"18937","Camera","499.99","1","21/09/2024"
"18938","Laptop","999.99","1","21/09/2024"
"18939","Camera","499.99","1","21/09/2024"
"18940","Smartwatch","289.99","1","21/09/2024"
"18941","Camera","499.99","1","21/09/2024"
"18942","Camera","499.99","1","21/09/2024"
"18943","Laptop","999.99","1","21/09/2024"
"18944","Smartwatch","289.99","2","21/09/2024"
"18945","Charger","10.99","4","22/09/2024"
"18946","Smartwatch","289.99","1","22/09/2024"
"18947","Laptop","999.99","1","22/09/2024"
"18948","Camera","499.99","1","22/09/2024"
"18949","Charger","10.99","3","22/09/2024"
"18950","Phone","699.99","1","22/09/2024"
"18951","Charger","10.99","2","22/09/2024"
"18952","Charger","10.99","3","22/09/2024"
"18953","Laptop","999.99","1","23/09/2024"
"18954","Smartwatch","289.99","2","23/09/2024"
"18955","Laptop","999.99","1","23/09/2024"
"18956","Smartwatch","289.99","1","23/09/2024"
"18957","Phone","699.99","1","23/09/2024"
"18958","Smartwatch","289.99","2","23/09/2024"
"18959","Camera","499.99","1","24/09/2024"
"18960","Camera","499.99","1","24/09/2024"
"18961","Headphones","39.99","3","24/09/2024"
"18962","Smartwatch","289.99","1","24/09/2024"
"18963","Charger","10.99","5","24/09/2024"
"18964","Charger","10.99","2","24/09/2024"
"18965","Smartwatch","289.99","1","24/09/2024"
"18966","Charger","10.99","2","24/09/2024"
"18967","Headphones","39.99","1","24/09/2024"
"18968","Camera","499.99","1","24/09/2024"
"18969","Headphones","39.99","3","25/09/2024"
"18970","Smartwatch","289.99","2","25/09/2024"
"18971","Camera","499.99","1","25/09/2024"
"18972","Laptop","999.99","1","25/09/2024"
"18973","Phone","699.99","1","25/09/2024"
"18974","Laptop","999.99","1","25/09/2024"
"18975","Phone","699.99","1","25/09/2024"
"18976","Charger","10.99","5","25/09/2024"
"18977","Laptop","999.99","1","25/09/2024"
"18978","Smartwatch","289.99","2","25/09/2024"
"18979","Headphones","39.99","2","25/09/2024"
"18980","Smartwatch","289.99","2","25/09/2024"
"18981","Charger","10.99","1","25/09/2024"
"18982","Charger","10.99","3","25/09/2024"
"18983","Laptop","999.99","1","25/09/2024"
"18984","Headphones","39.99","1","26/09/2024"
"18985","Headphones","39.99","2","26/09/2024"
"18986","Charger","10.99","2","26/09/2024"
"18987","Headphones","39.99","2","26/09/2024"
"18988","Phone","699.99","1","26/09/2024"
"18989","Camera","499.99","1","26/09/2024"
"18990","Smartwatch","289.99","2","26/09/2024"
"18991","Camera","499.99","1","26/09/2024"
"18992","Charger","10.99","1","26/09/2024"
"18993","Phone","699.99","2","26/09/2024"
"18994","Phone","699.99","1","26/09/2024"
"18995","Phone","699.99","1","26/09/2024"
"18996","Charger","10.99","4","27/09/2024"
"18997","Smartwatch","289.99","2","27/09/2024"
"18998","Laptop","999.99","1","27/09/2024"
"18999","Charger","10.99","3","27/09/2024"
"19000","Laptop","999.99","1","27/09/2024"
"19001","Laptop","999.99","1","27/09/2024"
"19002","Smartwatch","289.99","1","27/09/2024"
"19003","Headphones","39.99","1","27/09/2024"
"19004","Phone","699.99","2","27/09/2024"
"19005","Charger","10.99","2","27/09/2024"
"19006","Phone","699.99","2","28/09/2024"
"19007","Phone","699.99","1","28/09/2024"
"19008","Charger","10.99","5","28/09/2024"
"19009","Smartwatch","289.99","2","28/09/2024"
"19010","Laptop","999.99","1","28/09/2024"
"19011","Headphones","39.99","2","28/09/2024"
"19012","Laptop","999.99","1","28/09/2024"
"19013","Laptop","999.99","1","28/09/2024"
"19014","Phone","699.99","2","28/09/2024"
"19015","Camera","499.99","1","28/09/2024"
"19016","Charger","10.99","5","29/09/2024"
"19017","Laptop","999.99","1","29/09/2024"
"19018","Camera","499.99","1","29/09/2024"
"19019","Headphones","39.99","2","29/09/2024"
"19020","Headphones","39.99","3","29/09/2024"
"19021","Headphones","39.99","3","29/09/2024"
"19022","Camera","499.99","1","29/09/2024"
"19023","Camera","499.99","1","30/09/2024"
"19024","Camera","499.99","1","30/09/2024"
"19025","Smartwatch","289.99","1","30/09/2024"
"19026","Laptop","999.99","1","30/09/2024"
"19027","Charger","10.99","4","30/09/2024"
"19028","Smartwatch","289.99","1","30/09/2024"
"19029","Smartwatch","289.99","1","30/09/2024"
